biosample_id,aminoglycoside,beta-lactam,colistin,fosfomycin,fusidic_acid,glycopeptide,macrolide,nitroimidazole,oxazolidinone,phenicol,quinolone,rifampicin,sulfonamide,tetracycline,trimethoprim
54764839,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
54764939,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
48146730,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1
40889902,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54529266,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54527484,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54803377,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54768978,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
54765987,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
54764856,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
54802060,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
54353716,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54526886,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
54494254,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
54765999,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
40889910,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1
54764848,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54766577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54590614,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54764835,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
54755859,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
54751632,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
54456464,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
54763143,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1
54802812,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
53802719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54449696,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0
54799529,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1
54590641,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
54353720,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54353743,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54590622,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
40889926,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54449688,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0
54799537,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1
54763815,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
54269301,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54449684,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1
53668410,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54768065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54353732,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
54590653,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
54755863,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
54353751,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
40889934,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
54763876,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
46183447,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54751643,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1
53669768,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
