antibiotic,genome_name,evidence,computational_method,owner,computational_method_performance,public,measurement,taxon_id,genome_id,measurement_value,measurement_unit,computational_method_version,id,date_inserted,date_modified,_version_,resistant_phenotype,laboratory_typing_method,pmid,laboratory_typing_platform,measurement_sign,vendor,testing_standard,testing_standard_year
piperacillin/tazobactam,Klebsiella pneumoniae subsp. pneumoniae KPNIH18,Laboratory Method,,PATRIC@patricbrc.org,,True,>64/4,1128952,1128952.3,64/4,mg/L,,73aec24e-9cbe-41ed-846b-9472c135918d,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551434520625200,,Disk diffusion,[22914622],E-test,>,,,
imipenem,Klebsiella pneumoniae subsp. pneumoniae KPNIH18,Laboratory Method,,PATRIC@patricbrc.org,,True,8,1128952,1128952.3,8,mg/L,,adcfc9cd-b8bf-436e-b0cb-1a963c9572ac,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551435271405600,,Disk diffusion,[22914622],E-test,,,,
amoxicillin/clavulanic acid,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.95, CI[0.93, 0.97]",True,32.0,1128953,1128953.3,32.0,mg/L,202503101,047c04f5-d5db-46fd-90a7-0aa4c155ec37,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093676466200,,,,,,,,
amikacin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.94, CI[0.92, 0.96]",True,16.0,1128953,1128953.3,16.0,mg/L,202503101,2d410b53-dbd0-406b-aff2-262cbe9d5b43,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093676466200,,,,,,,,
ampicillin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.99, CI[0.98, 1.00]",True,32.0,1128953,1128953.3,32.0,mg/L,202503101,0a18e02a-2b8c-4404-8c10-ca4cc293c5f9,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093676466200,,,,,,,,
aztreonam,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.86, CI[0.85, 0.88]",True,32.0,1128953,1128953.3,32.0,mg/L,202503101,70dd0c06-32da-4225-9a1e-f5074143f977,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093676466200,,,,,,,,
ceftazidime,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.92, CI[0.90, 0.93]",True,32.0,1128953,1128953.3,32.0,mg/L,202503101,0416c9fc-76a4-4b9d-8bfa-96b1b319cfba,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093676466200,,,,,,,,
cefazolin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.96, CI[0.95, 0.97]",True,32.0,1128953,1128953.3,32.0,mg/L,202503101,e764b6c8-6523-463c-af83-5459281277e0,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093676466200,,,,,,,,
chloramphenicol,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.95, CI[0.89, 1.01]",True,32.0,1128953,1128953.3,32.0,mg/L,202503101,13769f99-d619-4ceb-9ce0-4ead9c8f4c3e,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093676466200,,,,,,,,
ciprofloxacin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.97, CI[0.95, 0.98]",True,4.0,1128953,1128953.3,4.0,mg/L,202503101,36fd3bc7-9b25-46fd-8680-c27fe3edc45b,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
ceftriaxone,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.95, CI[0.94, 0.97]",True,64.0,1128953,1128953.3,64.0,mg/L,202503101,3f8152d6-f0a0-4b15-87d7-82bf8d630f48,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
colistin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.65, CI[0.55, 0.75]",True,1.0,1128953,1128953.3,1.0,mg/L,202503101,190fe8ac-52c6-429b-a35e-7b9df4e7360d,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
cefotaxime,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.92, CI[0.90, 0.94]",True,64.0,1128953,1128953.3,64.0,mg/L,202503101,a5db06c8-f8fb-4580-b058-8547b3559f6d,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
cefotaxime/clavulanic acid,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 1.00, CI[1.00, 1.00]",True,32.0,1128953,1128953.3,32.0,mg/L,202503101,ab04fe1c-e845-48fb-bd43-01a37334622d,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
cefuroxime,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.98, CI[0.98, 0.99]",True,32.0,1128953,1128953.3,32.0,mg/L,202503101,72e3a9e1-d95c-4dad-b553-b656147e99e2,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
doripenem,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.80, CI[0.78, 0.83]",True,8.0,1128953,1128953.3,8.0,mg/L,202503101,529531ee-4219-4167-b389-d043182a491b,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
ertapenem,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.90, CI[0.88, 0.92]",True,2.0,1128953,1128953.3,2.0,mg/L,202503101,0caac888-a3ee-40a5-a7e8-690ecf4f655b,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
cefepime,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.68, CI[0.64, 0.72]",True,32.0,1128953,1128953.3,32.0,mg/L,202503101,81ee2e20-030c-4c8e-b41c-bd4c78f9d1cc,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
fosfomycin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.60, CI[0.30, 0.90]",True,16.0,1128953,1128953.3,16.0,mg/L,202503101,246d06df-dbd1-4687-826e-08759021c140,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
cefoxitin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.91, CI[0.90, 0.92]",True,32.0,1128953,1128953.3,32.0,mg/L,202503101,cc31e05f-f891-49c5-a45e-5df4ba5185e2,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
gentamicin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.94, CI[0.92, 0.95]",True,1.0,1128953,1128953.3,1.0,mg/L,202503101,7466a14c-01d9-4ffb-8508-c2d9365e3ed2,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
imipenem,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.93, CI[0.90, 0.96]",True,16.0,1128953,1128953.3,16.0,mg/L,202503101,b1b93ea5-812c-4374-9d4c-296765bab883,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
levofloxacin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.95, CI[0.92, 0.99]",True,8.0,1128953,1128953.3,8.0,mg/L,202503101,57e06ce8-40ae-4d1d-9fc6-83d4f26fc180,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
meropenem,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.91, CI[0.89, 0.93]",True,32.0,1128953,1128953.3,32.0,mg/L,202503101,17a696c2-ce24-4a88-8c20-f00ff9d0e892,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
minocycline,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.82, CI[0.69, 0.95]",True,4.0,1128953,1128953.3,4.0,mg/L,202503101,5c72b4cb-8889-4f7d-947f-5ea2dad82de9,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
nitrofurantoin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.94, CI[0.91, 0.97]",True,128.0,1128953,1128953.3,128.0,mg/L,202503101,0bf33a80-70f4-4b86-ad07-741b7376fa8b,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093677514800,,,,,,,,
ampicillin/sulbactam,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.99, CI[0.98, 1.00]",True,32.0,1128953,1128953.3,32.0,mg/L,202503101,4203ad5e-3f5c-4326-8526-7dcff9c50002,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
tetracycline,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.88, CI[0.83, 0.92]",True,8.0,1128953,1128953.3,8.0,mg/L,202503101,58257e4d-01d2-4b98-be7a-80e3f45f75d5,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
tigecycline,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.93, CI[0.91, 0.95]",True,1.0,1128953,1128953.3,1.0,mg/L,202503101,6a2f8933-e718-4216-98c4-9c1d26fd272c,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
tobramycin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.93, CI[0.92, 0.95]",True,16.0,1128953,1128953.3,16.0,mg/L,202503101,6b6786b5-3404-44f3-ad91-9453b3c4fc01,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
piperacillin/tazobactam,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.82, CI[0.79, 0.85]",True,128.0,1128953,1128953.3,128.0,mg/L,202503101,25f56817-9135-499a-83af-43082431bdd2,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
polymyxin B,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.64, CI[0.56, 0.72]",True,8.0,1128953,1128953.3,8.0,mg/L,202503101,4c63dfc7-64ef-411c-b04f-94c3d7d4a567,2025-07-14T20:52:50.234Z,2025-07-14T20:52:50.234Z,1840540402777587700,,,,,,,,
trimethoprim/sulfamethoxazole,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.93, CI[0.91, 0.95]",True,8.0,1128953,1128953.3,8.0,mg/L,202503101,30d4f2ea-a8d0-4170-b344-ac37fbca517f,2025-07-14T20:52:50.234Z,2025-07-14T20:52:50.234Z,1840540430428536800,,,,,,,,
ertapenem,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>4,1128953,1128953.3,4,mg/L,,1d5759c7-acd6-4825-89a3-8dc23eb6dda7,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551396940710000,,Disk diffusion,[22914622],E-test,>,,,
cefepime,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>16,1128953,1128953.3,16,mg/L,,21fcefc1-efab-4213-986c-0f393f656ab5,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551399186759700,,Disk diffusion,[22914622],E-test,>,,,
rifampin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>32,1128953,1128953.3,32,mg/L,,25a7d6e6-bd0c-4547-9d97-d575007d62ef,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551399475118000,,Disk diffusion,[22914622],E-test,>,,,
ceftazidime,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>2,1128953,1128953.3,2,mg/L,,2662a39a-1257-45e9-9901-05fd8c3b4b43,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551399624016000,,Disk diffusion,[22914622],E-test,>,,,
cefoxitin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>16,1128953,1128953.3,16,mg/L,,09c49b43-b14b-4771-b354-2be4ef3d7d7d,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551400801566700,,Disk diffusion,[22914622],E-test,>,,,
piperacillin/tazobactam,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>64/4,1128953,1128953.3,64/4,mg/L,,0b42d5c1-c53a-47dd-b72b-55b027f2c374,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551401161228300,,Disk diffusion,[22914622],E-test,>,,,
tetracycline,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,4,1128953,1128953.3,4,mg/L,,18eae636-bfee-45ef-8ea2-fac8b32f6487,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551401779888000,,Disk diffusion,[22914622],E-test,,,,
gentamicin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,4,1128953,1128953.3,4,mg/L,,8f43850e-e543-4f80-b30a-30f24818597b,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551406623260700,,Disk diffusion,[22914622],E-test,,,,
amikacin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,32,1128953,1128953.3,32,mg/L,,8c0a2a1a-9bc0-4982-a36e-62bac6667f09,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551409347461000,,Disk diffusion,[22914622],E-test,,,,
ceftriaxone,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>32,1128953,1128953.3,32,mg/L,,d9edaed6-ceed-4579-b043-bea98cb3dcd7,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551411910180900,,Disk diffusion,[22914622],E-test,>,,,
cefazolin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>16,1128953,1128953.3,16,mg/L,,dcc6068b-07f7-4a53-8bfa-9ae646a43457,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551412027621400,,Disk diffusion,[22914622],E-test,>,,,
levofloxacin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>4,1128953,1128953.3,4,mg/L,,d6079787-b657-40c3-94d5-533f23871b2d,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551413004894200,,Disk diffusion,[22914622],E-test,>,,,
aztreonam,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>16,1128953,1128953.3,16,mg/L,,0c199e01-9c9e-4582-abdb-4138ae9261f0,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551372146081800,,Disk diffusion,[22914622],E-test,>,,,
trimethoprim/sulfamethoxazole,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>2/38,1128953,1128953.3,2/38,mg/L,,3945ca2a-2e35-478e-aae8-71c55b93b85b,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551372547686400,,Disk diffusion,[22914622],E-test,>,,,
tobramycin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>8,1128953,1128953.3,8,mg/L,,338fbc4f-fbd4-410a-99b6-2676bf53f92e,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551375854895000,,Disk diffusion,[22914622],E-test,>,,,
meropenem,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>8,1128953,1128953.3,8,mg/L,,e970bcea-b279-4957-85e1-b2c93d4a9a5e,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551380763279400,,Disk diffusion,[22914622],E-test,>,,,
amoxicillin/clavulanic acid,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,16/8,1128953,1128953.3,16/8,mg/L,,a1f64c04-b5cd-45ee-b9df-2eca34b3ec41,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551386384695300,,Disk diffusion,[22914622],E-test,,,,
colistin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,2,1128953,1128953.3,2,mg/L,,a2fc8a9f-53cf-4e77-94f6-4610a79a4507,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551386592313300,,Disk diffusion,[22914622],E-test,,,,
ciprofloxacin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>2,1128953,1128953.3,2,mg/L,,7cc1f5b0-2864-46bf-bf82-7d4d7f047e64,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551421747921000,,Disk diffusion,[22914622],E-test,>,,,
tigecycline,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,1,1128953,1128953.3,1,mg/L,,57f575e7-f0c1-4a14-b403-b8f3e26ed5e3,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551428410572800,,Disk diffusion,[22914622],E-test,,,,
imipenem,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,8,1128953,1128953.3,8,mg/L,,64fcf69f-ea07-4fde-8156-d481d766af9a,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551431732461600,,Disk diffusion,[22914622],E-test,,,,
cefotaxime,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,32,1128953,1128953.3,32,mg/L,,ff220898-d8e1-43f3-a2f9-5053c551ac9d,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551435631067100,,Disk diffusion,[22914622],E-test,,,,
ampicillin,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,Laboratory Method,,PATRIC@patricbrc.org,,True,>16,1128953,1128953.3,16,mg/L,,ff2b55f8-9e07-4c04-81ee-72efcb561acc,2017-12-03T03:04:10.379Z,2017-12-03T03:04:10.379Z,1840551435638407200,,Disk diffusion,[22914622],E-test,>,,,
amoxicillin/clavulanic acid,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.95, CI[0.93, 0.97]",True,32.0,1128954,1128954.3,32.0,mg/L,202503101,6b7d275e-d98d-41a2-bffe-e924a2a94bf1,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
amikacin,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.94, CI[0.92, 0.96]",True,16.0,1128954,1128954.3,16.0,mg/L,202503101,17ed6b7e-14f2-4926-827b-f342e47991df,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
ampicillin,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.99, CI[0.98, 1.00]",True,32.0,1128954,1128954.3,32.0,mg/L,202503101,405edf63-ae21-4fb4-818b-c035256dcb61,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
aztreonam,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.86, CI[0.85, 0.88]",True,64.0,1128954,1128954.3,64.0,mg/L,202503101,1bd649f0-4f12-40e9-a93d-712e6aaa9501,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
ceftazidime,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.92, CI[0.90, 0.93]",True,32.0,1128954,1128954.3,32.0,mg/L,202503101,96198fa0-0662-4e3b-8742-ba495ae53ff3,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
cefazolin,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.96, CI[0.95, 0.97]",True,32.0,1128954,1128954.3,32.0,mg/L,202503101,bd4a5580-2cd8-4c3b-8edf-7d41f47e0a22,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
chloramphenicol,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.95, CI[0.89, 1.01]",True,32.0,1128954,1128954.3,32.0,mg/L,202503101,b091347a-f2f7-4061-996e-a0f936e77371,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
ciprofloxacin,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.97, CI[0.95, 0.98]",True,4.0,1128954,1128954.3,4.0,mg/L,202503101,697c2de0-dfa4-4a65-85b8-645cf0895ed6,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
ceftriaxone,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.95, CI[0.94, 0.97]",True,64.0,1128954,1128954.3,64.0,mg/L,202503101,a837ee93-6a18-47a7-a235-8f220967f166,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
colistin,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.65, CI[0.55, 0.75]",True,1.0,1128954,1128954.3,1.0,mg/L,202503101,a988c081-3be1-4db8-8a45-3f8dcfd8f22d,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
cefotaxime,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.92, CI[0.90, 0.94]",True,64.0,1128954,1128954.3,64.0,mg/L,202503101,38ef1170-7408-4ef7-85a1-99942246ab67,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
cefotaxime/clavulanic acid,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 1.00, CI[1.00, 1.00]",True,32.0,1128954,1128954.3,32.0,mg/L,202503101,1b97d50e-4809-496b-8059-77c00bf63d52,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
cefuroxime,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.98, CI[0.98, 0.99]",True,32.0,1128954,1128954.3,32.0,mg/L,202503101,9158901b-1450-420b-9ceb-c4e229e3b7b1,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
doripenem,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.80, CI[0.78, 0.83]",True,8.0,1128954,1128954.3,8.0,mg/L,202503101,86b8a66b-ab9e-4f4e-9343-2c1342826f9d,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093678563300,,,,,,,,
ertapenem,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.90, CI[0.88, 0.92]",True,4.0,1128954,1128954.3,4.0,mg/L,202503101,38f948a8-fa81-4266-8d7d-2c80a7cbb1f5,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093679612000,,,,,,,,
cefepime,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.68, CI[0.64, 0.72]",True,32.0,1128954,1128954.3,32.0,mg/L,202503101,ca17c593-91ae-430c-892a-765eeeb49d89,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093679612000,,,,,,,,
fosfomycin,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.60, CI[0.30, 0.90]",True,16.0,1128954,1128954.3,16.0,mg/L,202503101,572cafab-ff00-450e-8f64-56740bae52c0,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093679612000,,,,,,,,
cefoxitin,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,Computational Method,MIC XGBoost Model,PATRIC,"W1 score: 0.91, CI[0.90, 0.92]",True,32.0,1128954,1128954.3,32.0,mg/L,202503101,da911543-8c4a-446f-b2d2-61cf75a332be,2025-07-14T20:52:50.263Z,2025-07-14T20:52:50.263Z,1837657093679612000,,,,,,,,
